;id;nome;siglaPartido;siglaUf;idLegislatura;email;uriPartido
201;220674;Dra. Alessandra Haber;MDB;PA;57;dep.dra.alessandrahaber@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
202;230088;Dra. Mayra Pinheiro;PL;CE;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
203;220686;Duarte;PSB;MA;57;dep.duartejr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
204;227800;Duarte Gonçalves Jr;PSC;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
205;227800;Duarte Gonçalves Jr;PODE;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
206;227800;Duarte Gonçalves Jr;REPUBLICANOS;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
207;220686;Duarte Jr.;PSB;MA;57;dep.duartejr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
208;220540;Duda Ramos;MDB;RR;57;dep.dudaramos@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
209;220623;Duda Salabert;PDT;MG;57;dep.dudasalabert@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
210;204541;Eduardo Bismarck;PDT;CE;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
211;92346;Eduardo Bolsonaro;PL;SP;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
212;141421;Eduardo da Fonte;PP;PE;57;dep.eduardodafonte@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
213;220589;Eduardo Velloso;UNIÃO;AC;57;dep.eduardovelloso@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
214;74075;Elcione Barbalho;MDB;PA;57;dep.elcionebarbalho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
215;204364;Eli Borges;PL;TO;57;dep.eliborges@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
216;226553;Eliane Braz;PSD;CE;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
217;229585;Elisangela Araujo;PT;BA;57;dep.elisangelaaraujo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
218;220008;Eliza Virgínia;PP;PB;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
219;234406;Elmano Férrer;PP;PI;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
220;178854;Elmar Nascimento;UNIÃO;BA;57;dep.elmarnascimento@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
221;218086;Ely Santos;REPUBLICANOS;SP;57;dep.elysantos@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
222;198783;Emanuel Pinheiro Neto;MDB;MT;57;dep.emanuelpinheironeto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
223;161550;Emidinho Madeira;PL;MG;57;dep.emidinhomadeira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
224;225730;Enfermeira Ana Paula;PDT;CE;57;dep.enfermeiraanapaula@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
225;225730;Enfermeira Ana Paula;PODE;CE;57;dep.enfermeiraanapaula@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
226;230765;Enfermeira Rejane;PCdoB;RJ;57;dep.enfermeirarejane@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36779
227;132504;Enio Verri;PT;PR;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
228;220663;Eriberto Medeiros;PSB;PE;57;dep.eribertomedeiros@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
229;220645;Erika Hilton;PSOL;SP;57;dep.erikahilton@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36839
230;160575;Erika Kokay;PT;DF;57;dep.erikakokay@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
231;160640;Eros Biondini;PL;MG;57;dep.erosbiondini@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
232;204482;Euclydes Pettersen;PSC;MG;57;dep.euclydespettersen@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
233;204482;Euclydes Pettersen;REPUBLICANOS;MG;57;dep.euclydespettersen@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
234;74454;Eunício Oliveira;MDB;CE;57;dep.euniciooliveira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
235;178871;Evair Vieira de Melo;PP;ES;57;dep.evairvieirademelo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
236;234388;Fabiano Cazeca;PATRIOTA;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
237;234388;Fabiano Cazeca;PRD;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
238;178905;Fabio Garcia;UNIÃO;MT;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
239;68720;Fábio Henrique;UNIÃO;SE;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
240;220681;Fábio Macedo;PODE;MA;57;dep.fabiomacedo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
241;171623;Fabio Reis;PSD;SE;57;dep.fabioreis@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
242;204368;Fabio Schiochet;UNIÃO;SC;57;dep.fabioschiochet@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
243;220653;Fábio Teruel;MDB;SP;57;dep.fabioteruel@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
244;74065;Fatima Pelaes;REPUBLICANOS;AP;57;dep.fatimapelaes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
245;220712;Fausto Jr.;UNIÃO;AM;57;dep.faustosantosjr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
246;66828;Fausto Pinato;PP;SP;57;dep.faustopinato@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
247;220712;Fausto Santos Jr.;UNIÃO;AM;57;dep.faustosantosjr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
248;220646;Felipe Becari;UNIÃO;SP;57;dep.felipebecari@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
249;72442;Felipe Carreras;PSB;PE;57;dep.felipecarreras@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
250;204398;Felipe Francischini;UNIÃO;PR;57;dep.felipefrancischini@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
251;227370;Felipe Saliba;PATRIOTA;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
252;227370;Felipe Saliba;PRD;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
253;160666;Félix Mendonça Júnior;PDT;BA;57;dep.felixmendoncajunior@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
254;204407;Fernanda Melchionna;PSOL;RS;57;dep.fernandamelchionna@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36839
255;220656;Fernanda Pessoa;UNIÃO;CE;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
256;141431;Fernando Coelho Filho;UNIÃO;PE;57;dep.fernandocoelhofilho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
257;204445;Fernando Mineiro;PT;RN;57;dep.fernandomineiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
258;92699;Fernando Monteiro;PP;PE;57;dep.fernandomonteiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
259;92699;Fernando Monteiro;REPUBLICANOS;PE;57;dep.fernandomonteiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
260;92699;Fernando Monteiro;PSD;PE;57;dep.fernandomonteiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
261;204427;Fernando Rodolfo;PL;PE;57;dep.fernandorodolfo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
262;204411;Filipe Barros;PL;PR;57;dep.filipebarros@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
263;220545;Filipe Martins;PL;TO;57;dep.filipemartins@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
264;160598;Flávia Morais;PDT;GO;57;dep.flaviamorais@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
265;225727;Flavinha;MDB;MT;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
266;191923;Flávio Nogueira;PT;PI;57;dep.flavionogueira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
267;220700;Florentino Neto;PT;PI;57;dep.florentinoneto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
268;220551;Franciane Bayer;REPUBLICANOS;RS;57;dep.francianebayer@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
269;204494;Fred Costa;PATRIOTA;MG;57;dep.fredcosta@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
270;204494;Fred Costa;PRD;MG;57;dep.fredcosta@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38010
271;220534;Fred Linhares;REPUBLICANOS;DF;57;dep.fredlinhares@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
272;224117;Gabriel Mota;REPUBLICANOS;RR;57;dep.gabrielmota@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
273;220708;Gabriel Nunes;PSD;BA;57;dep.gabrielnunes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
274;204473;General Girão;PL;RN;57;dep.generalgirao@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
275;220611;General Pazuello;PL;RJ;57;dep.generalpazuello@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
276;178966;Geovania de Sá;PSDB;SC;57;dep.geovaniadesa@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36835
277;220702;Geraldo Mendes;UNIÃO;PR;57;dep.geraldomendes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
278;74374;Geraldo Resende;PSDB;MS;57;dep.geraldoresende@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36835
279;220587;Gerlen Diniz;PP;AC;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
280;204394;Gervásio Maia;PSB;PB;57;dep.gervasiomaia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
281;74383;Giacobo;PL;PR;57;dep.giacobo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
282;204491;Gilberto Abramo;REPUBLICANOS;MG;57;dep.gilbertoabramo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
283;74270;Gilberto Nascimento;PSC;SP;57;dep.gilbertonascimento@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
284;74270;Gilberto Nascimento;PSD;SP;57;dep.gilbertonascimento@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
285;220529;Gilson Daniel;PODE;ES;57;dep.gilsondaniel@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
286;204365;Gilson Marques;NOVO;SC;57;dep.gilsonmarques@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37901
287;220526;Gilvan da Federal;PL;ES;57;dep.gilvandafederal@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
288;220531;Gilvan Maximo;REPUBLICANOS;DF;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
289;160673;Giovani Cherini;PL;RS;57;dep.giovanicherini@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
290;226179;Gisela Simona;UNIÃO;MT;57;dep.giselasimona@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
291;152605;Glauber Braga;PSOL;RJ;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36839
292;229333;Gláucia Santiago;PL;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
293;204419;Glaustin da Fokus;PSC;GO;57;dep.glaustindafokus@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
294;204419;Glaustin da Fokus;PODE;GO;57;dep.glaustindafokus@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
295;107283;Gleisi Hoffmann;PT;PR;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
296;129618;Gorete Pereira;PL;CE;57;dep.goretepereira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
297;129618;Gorete Pereira;MDB;CE;57;dep.goretepereira@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
298;198197;Greyce Elias;AVANTE;MG;57;dep.greyceelias@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36898
299;220639;Guilherme Boulos;PSOL;SP;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36839
300;204531;Guilherme Derrite;PL;SP;57;dep.guilhermederrite@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
301;204531;Guilherme Derrite;PP;SP;57;dep.guilhermederrite@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
302;220664;Guilherme Uchoa;PSB;PE;57;dep.guilhermeuchoa@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
303;220568;Gustavo Gayer;PL;GO;57;dep.gustavogayer@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
304;204408;Gustinho Ribeiro;REPUBLICANOS;SE;57;dep.gustinhoribeiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
305;204456;Gutemberg Reis;MDB;RJ;57;dep.gutembergreis@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
306;178964;Heitor Schuch;PSB;RS;57;dep.heitorschuch@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
307;178873;Helder Salomão;PT;ES;57;dep.heldersalomao@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
308;220537;Helena Lima;MDB;RR;57;dep.helenalima@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
309;178909;Hélio Leite;UNIÃO;PA;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
310;204444;Helio Lopes;PL;RJ;57;dep.heliolopes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
311;234788;Heloísa Helena;REDE;RJ;57;dep.heloisahelena@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36886
312;220672;Henderson Pinto;MDB;PA;57;dep.hendersonpinto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
313;227324;Henrique Júnior;PL;MA;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
314;204539;Hercílio Coelho Diniz;MDB;MG;57;dep.herciliocoelhodiniz@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
315;100689;Hildo do Candango;REPUBLICANOS;GO;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
316;178884;Hildo Rocha;MDB;MA;57;dep.hildorocha@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
317;141450;Hugo Leal;PSD;RJ;57;dep.hugoleal@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
318;160674;Hugo Motta;REPUBLICANOS;PB;57;dep.hugomotta@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
319;220563;Icaro de Valmir;PL;SE;57;dep.icarodevalmir@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
320;204533;Idilvan Alencar;PDT;CE;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
321;204508;Igor Timo;PODE;MG;57;dep.igortimo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
322;204508;Igor Timo;PSD;MG;57;dep.igortimo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
323;98615;Ismael;PSD;SC;57;dep.ismael@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
324;220570;Ismael Alexandrino;PSD;GO;57;dep.dr.ismaelalexandrino@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
325;204436;Isnaldo Bulhões Jr.;MDB;AL;57;dep.isnaldobulhoesjr@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
326;230764;Ivan Junior;UNIÃO;MA;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
327;73531;Ivan Valente;PSOL;SP;57;dep.ivanvalente@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36839
328;220696;Ivoneide Caetano;PT;BA;57;dep.ivoneidecaetano@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
329;220670;Iza Arruda;MDB;PE;57;dep.izaarruda@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
330;220527;Jack Rocha;PT;ES;57;dep.jackrocha@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
331;220697;Jadyel Alencar;PV;PI;57;dep.jadyelalencar@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
332;220697;Jadyel Alencar;REPUBLICANOS;PI;57;dep.jadyelalencar@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
333;74848;Jandira Feghali;PCdoB;RJ;57;dep.jandirafeghali@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36779
334;220567;Jeferson Rodrigues;REPUBLICANOS;GO;57;dep.jefersonrodrigues@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
335;74273;Jefferson Campos;PL;SP;57;dep.jeffersoncampos@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
336;160531;Jhonatan de Jesus;REPUBLICANOS;RR;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
337;141456;Jilmar Tatto;PT;SP;57;dep.jilmartatto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
338;141458;João Carlos Bacelar;PL;BA;57;dep.joaocarlosbacelar@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
339;230957;João Cury;MDB;SP;57;dep.joaocury@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
340;178970;João Daniel;PT;SE;57;dep.joaodaniel@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
341;74550;João Leão;PP;BA;57;dep.joaoleao@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
342;141459;João Maia;PL;RN;57;dep.joaomaia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
343;141459;João Maia;PP;RN;57;dep.joaomaia@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
344;178910;Joaquim Passarinho;PL;PA;57;dep.joaquimpassarinho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
345;160548;Jonas Donizette;PSB;SP;57;dep.jonasdonizette@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
346;217480;Jones Moura;PSD;RJ;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
347;205550;Jorge Braz;REPUBLICANOS;RJ;57;dep.jorgebraz@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
348;214694;Jorge Goetten;PL;SC;57;dep.jorgegoetten@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
349;214694;Jorge Goetten;REPUBLICANOS;SC;57;dep.jorgegoetten@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
350;178857;Jorge Solla;PT;BA;57;dep.jorgesolla@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
351;141464;José Airton Félix Cirilo;PT;CE;57;dep.joseairtonfelixcirilo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
352;141470;José Guimarães;PT;CE;57;dep.joseguimaraes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
353;204472;José Medeiros;PL;MT;57;dep.josemedeiros@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
354;204391;José Nelto;PP;GO;57;dep.josenelto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
355;204391;José Nelto;UNIÃO;GO;57;dep.josenelto@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
356;74079;José Priante;MDB;PA;57;dep.josepriante@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
357;74554;José Rocha;UNIÃO;BA;57;dep.joserocha@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
358;209189;Joseildo Ramos;PT;BA;57;dep.joseildoramos@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
359;220578;Josenildo;PDT;AP;57;dep.josenildo@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
360;74141;Josias Gomes;PT;BA;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
361;204563;Josimar Maranhãozinho;PL;MA;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
362;215043;Josivaldo JP;PSD;MA;57;dep.josivaldojp@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
363;204474;Juarez Costa;MDB;MT;57;dep.juarezcosta@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
364;220559;Julia Zanatta;PL;SC;57;dep.juliazanatta@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
365;220640;Juliana Cardoso;PT;SP;57;dep.julianacardoso@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
366;228837;Juliana Kolankiewicz;MDB;MT;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
367;66385;Julio Arcoverde;PP;PI;57;dep.julioarcoverde@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
368;74317;Júlio Cesar;PSD;PI;57;dep.juliocesar@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
369;204372;Julio Cesar Ribeiro;REPUBLICANOS;DF;57;dep.juliocesarribeiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
370;74253;Julio Lopes;PP;RJ;57;dep.juliolopes@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
371;228797;Júlio Oliveira;PP;TO;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
372;204457;Juninho do Pneu;UNIÃO;RJ;57;dep.juninhodopneu@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
373;204520;Junio Amaral;PL;MG;57;dep.junioamaral@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
374;204497;Júnior Ferrari;PSD;PA;57;dep.juniorferrari@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
375;204574;Junior Lourenço;PL;MA;57;dep.juniorlourenco@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
376;204550;Júnior Mano;PL;CE;57;dep.juniormano@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
377;204550;Júnior Mano;PSB;CE;57;dep.juniormano@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
378;178886;Juscelino Filho;UNIÃO;MA;57;dep.juscelinofilho@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
379;208297;Katia Dias;PSC;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
380;208297;Katia Dias;PODE;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
381;208297;Katia Dias;REPUBLICANOS;MG;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
382;220677;Keniston Braga;MDB;PA;57;dep.kenistonbraga@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36899
383;162067;Kiko Celeguim;PT;SP;57;dep.kikoceleguim@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
384;204536;Kim Kataguiri;UNIÃO;SP;57;dep.kimkataguiri@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38011
385;204536;Kim Kataguiri;MISSÃO;SP;57;dep.kimkataguiri@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38011
386;98057;Lafayette de Andrada;REPUBLICANOS;MG;57;dep.lafayettedeandrada@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37908
387;74856;Laura Carneiro;PSD;RJ;57;dep.lauracarneiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
388;141480;Lázaro Botelho;PP;TO;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37903
389;178832;Leandre;PSD;PR;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36834
390;220600;Lebrão;UNIÃO;RO;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
391;220566;Lêda Borges;PSDB;GO;57;dep.ledaborges@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36835
392;231911;Lenir de Assis;PT;PR;57;dep.lenirdeassis@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
393;80815;Leo Prates;PDT;BA;57;dep.leoprates@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
394;122195;Leonardo Gadelha;PSC;PB;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
395;122195;Leonardo Gadelha;PODE;PB;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/36896
396;74156;Leonardo Monteiro;PT;MG;57;dep.leonardomonteiro@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
397;74299;Leônidas Cristino;PDT;CE;57;dep.leonidascristino@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36786
398;92102;Leur Lomanto Júnior;UNIÃO;BA;57;dep.leurlomantojunior@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/38009
399;139285;Lídice da Mata;PSB;BA;57;dep.lidicedamata@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36832
400;74585;Lincoln Portela;PL;MG;57;dep.lincolnportela@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/37906
401;74858;Lindbergh Farias;PT;RJ;57;dep.lindberghfarias@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36844
402;171139;Loreny;SOLIDARIEDADE;SP;57;Não informado;https://dadosabertos.camara.leg.br/api/v2/partidos/37904
403;234253;Lucas Abrahao;REDE;AP;57;dep.lucasabrahao@camara.leg.br;https://dadosabertos.camara.leg.br/api/v2/partidos/36886
